"Scientific_Name","Beak.Width","Beak.Depth","Habitat","Trophic.Level"
"Podiceps occipitalis",5,5.8,"Wetland","Carnivore"
"Podiceps taczanowskii",6.1,7.1,"Wetland","Carnivore"
"Podilymbus podiceps",5.4,10.6,"Wetland","Carnivore"
"Poliocephalus poliocephalus",3.9,6.4,"Wetland","Carnivore"
"Poliocephalus rufopectus",4.2,6.4,"Wetland","Carnivore"
"Rollandia microptera",6.8,9.5,"Wetland","Carnivore"
"Rollandia rolland",5.2,8.9,"Wetland","Carnivore"
"Tachybaptus dominicus",4.2,6,"Wetland","Carnivore"
"Tachybaptus novaehollandiae",4.7,6.4,"Wetland","Carnivore"
"Tachybaptus pelzelnii",4.4,6.4,"Wetland","Carnivore"
"Tachybaptus ruficollis",4.4,6.7,"Wetland","Carnivore"
"Diomedea amsterdamensis",31.2,38.6,NA,"Carnivore"
"Diomedea antipodensis",34.6,45.1,NA,"Carnivore"
"Diomedea dabbenena",33.1,45.5,NA,"Carnivore"
"Diomedea epomophora",38.1,49.4,"Marine","Carnivore"
"Diomedea exulans",35.7,49.5,"Marine","Carnivore"
"Diomedea sanfordi",38.9,51.8,NA,"Carnivore"
"Phoebastria albatrus",25,38.5,"Marine","Carnivore"
"Phoebastria immutabilis",20.7,28.2,"Marine","Carnivore"
"Phoebastria irrorata",24,36.6,"Marine","Omnivore"
"Phoebastria nigripes",23.8,30.8,"Marine","Carnivore"
"Phoebetria fusca",17.6,29.8,"Marine","Carnivore"
"Phoebetria palpebrata",18.2,28.2,"Marine","Carnivore"
"Thalassarche bulleri",21.1,32.8,"Marine","Carnivore"
"Thalassarche carteri",20.2,32.5,NA,"Carnivore"
"Thalassarche cauta",24.4,40.6,"Marine","Carnivore"
"Thalassarche chlororhynchos",19.1,30.4,"Marine","Carnivore"
"Thalassarche chrysostoma",21,34.2,"Marine","Carnivore"
"Thalassarche eremita",23.5,39.5,NA,"Carnivore"
"Thalassarche impavida",19.3,34.6,NA,"Carnivore"
"Thalassarche melanophrys",22.1,35.2,"Marine","Carnivore"
"Thalassarche salvini",25.4,39.4,NA,"Carnivore"
"Thalassarche steadi",25.2,41.5,NA,"Carnivore"
"Fregetta grallaria",3.3,4.7,"Marine","Carnivore"
"Fregetta tropica",3,4.4,"Marine","Carnivore"
"Garrodia nereis",2.9,4,"Marine","Carnivore"
"Halocyptena microsoma",1.8,3.5,"Marine","Carnivore"
"Hydrobates pelagicus",2.3,3.5,"Marine","Carnivore"
"Nesofregetta fuliginosa",4.7,5.3,"Marine","Carnivore"
"Oceanites gracilis",1.8,2.8,"Marine","Carnivore"
"Oceanites maorianus",3.2,4.9,"Marine","Carnivore"
"Oceanites oceanicus",2.9,3.8,"Marine","Carnivore"
"Oceanodroma castro",2.7,4.6,"Marine","Carnivore"
"Oceanodroma furcata",3,5.1,"Marine","Carnivore"
"Oceanodroma homochroa",2.5,4.3,"Marine","Carnivore"
"Oceanodroma hornbyi",2.8,3.8,"Marine","Carnivore"
"Oceanodroma leucorhoa",3.4,5.1,"Marine","Carnivore"
"Oceanodroma markhami",3.1,4.7,"Marine","Carnivore"
"Oceanodroma matsudairae",3.4,4.8,"Marine","Carnivore"
"Oceanodroma melania",3.3,4.9,"Marine","Carnivore"
"Oceanodroma monorhis",3,4.5,"Marine","Carnivore"
"Oceanodroma monteiroi",3,4.6,"Marine","Carnivore"
"Oceanodroma tethys",2,3.5,"Marine","Carnivore"
"Oceanodroma tristrami",3.5,5.3,"Marine","Carnivore"
"Pelagodroma marina",3.5,4,"Marine","Carnivore"
"Pelecanoides garnotii",6.8,7.6,"Marine","Carnivore"
"Pelecanoides georgicus",6.3,6,"Marine","Carnivore"
"Pelecanoides magellani",5.8,6,"Marine","Carnivore"
"Pelecanoides urinatrix",6.4,7.2,"Marine","Carnivore"
"Bulweria bulwerii",4.8,6.7,"Marine","Carnivore"
"Bulweria fallax",7.4,9.9,"Marine","Carnivore"
"Calonectris diomedea",11.1,14.6,"Marine","Carnivore"
"Calonectris edwardsii",8.2,10.9,"Marine","Carnivore"
"Calonectris leucomelas",9.7,12.2,"Marine","Carnivore"
"Daption capense",10.8,9.3,"Marine","Carnivore"
"Fulmarus glacialis",11.9,14.4,"Marine","Carnivore"
"Fulmarus glacialoides",10.2,11.9,"Marine","Carnivore"
"Halobaena caerulea",7,7,"Marine","Carnivore"
"Lugensa brevirostris",6.1,9.6,"Marine","Carnivore"
"Macronectes giganteus",19.4,27.2,"Marine","Omnivore"
"Macronectes halli",21.4,31,"Marine","Omnivore"
"Pachyptila belcheri",7.6,6.9,"Marine","Carnivore"
"Pachyptila crassirostris",8.4,8.4,"Marine","Carnivore"
"Pachyptila desolata",10.1,8.9,"Marine","Carnivore"
"Pachyptila salvini",14.4,10.9,"Marine","Carnivore"
"Pachyptila turtur",7.6,7.4,"Marine","Carnivore"
"Pachyptila vittata",20,14.4,"Marine","Carnivore"
"Pagodroma nivea",4.9,7,"Marine","Carnivore"
"Procellaria aequinoctialis",11.5,15.2,"Marine","Carnivore"
"Procellaria cinerea",9.7,13.4,"Marine","Carnivore"
"Procellaria conspicillata",12.4,15.9,"Marine","Carnivore"
"Procellaria parkinsoni",12.2,15,"Marine","Carnivore"
"Procellaria westlandica",13.2,16.3,"Marine","Carnivore"
"Pseudobulweria aterrima",8.2,12.2,"Marine","Carnivore"
"Pseudobulweria becki",6.3,8,"Marine","Carnivore"
"Pseudobulweria macgillivrayi",6.6,8.2,"Marine","Carnivore"
"Pseudobulweria rostrata",9.6,11.8,"Marine","Carnivore"
"Pterodroma alba",7.9,9.2,"Marine","Carnivore"
"Pterodroma arminjoniana",8.7,9.6,"Marine","Carnivore"
"Pterodroma atrata",7.3,8.7,"Marine","Carnivore"
"Pterodroma axillaris",6.1,8.1,"Marine","Carnivore"
"Pterodroma baraui",9,9.6,"Marine","Carnivore"
"Pterodroma brevipes",5.7,6.8,"Marine","Carnivore"
"Pterodroma cahow",7.9,9.1,"Marine","Carnivore"
"Pterodroma caribbaea",8.1,11.4,"Marine","Carnivore"
"Pterodroma cervicalis",9.6,11.1,"Marine","Carnivore"
"Pterodroma cookii",5.6,6.7,"Marine","Carnivore"
"Pterodroma defilippiana",6.8,8.5,"Marine","Carnivore"
"Pterodroma externa",9.9,11.7,"Marine","Carnivore"
"Pterodroma feae",7.8,10.2,"Marine","Carnivore"
"Pterodroma hasitata",8.4,12,"Marine","Carnivore"
"Pterodroma heraldica",8.2,9,"Marine","Carnivore"
"Pterodroma hypoleuca",6.6,7.8,"Marine","Carnivore"
"Pterodroma incerta",9.4,12.6,"Marine","Carnivore"
"Pterodroma inexpectata",7,9.1,"Marine","Carnivore"
"Pterodroma lessonii",10.2,13.5,"Marine","Carnivore"
"Pterodroma leucoptera",5.9,7.7,"Marine","Carnivore"
"Pterodroma longirostris",4.8,6.9,"Marine","Carnivore"
"Pterodroma macroptera",9.8,12.8,"Marine","Carnivore"
"Pterodroma madeira",7.8,9.7,"Marine","Carnivore"
"Pterodroma magentae",8.7,13.9,"Marine","Carnivore"
"Pterodroma mollis",7,9.1,"Marine","Carnivore"
"Pterodroma neglecta",9.3,9.8,"Marine","Carnivore"
"Pterodroma nigripennis",6.5,7.5,"Marine","Carnivore"
"Pterodroma phaeopygia",8.9,10.1,"Marine","Carnivore"
"Pterodroma pycrofti",5.3,6.4,"Marine","Carnivore"
"Pterodroma sandwichensis",8.5,10.6,"Marine","Carnivore"
"Pterodroma solandri",9.8,12.1,"Marine","Carnivore"
"Pterodroma ultima",7.5,9.8,"Marine","Carnivore"
"Puffinus assimilis",4.8,6.2,"Marine","Carnivore"
"Puffinus auricularis",6.2,8.5,"Marine","Carnivore"
"Puffinus bulleri",7.6,10.2,"Marine","Carnivore"
"Puffinus carneipes",8.9,12.1,"Marine","Carnivore"
"Puffinus creatopus",9.2,12.5,"Marine","Carnivore"
"Puffinus gavia",5.7,7.5,"Marine","Carnivore"
"Puffinus gravis",8.3,11.3,"Marine","Carnivore"
"Puffinus griseus",7.8,10,"Marine","Carnivore"
"Puffinus heinrothi",4.9,5.7,"Marine","Carnivore"
"Puffinus huttoni",5.9,6.3,"Marine","Carnivore"
"Puffinus lherminieri",4.9,6.1,"Marine","Carnivore"
"Puffinus mauretanicus",7.7,9.2,"Marine","Carnivore"
"Puffinus nativitatis",5.7,8.1,"Marine","Carnivore"
"Puffinus newelli",7,10.2,"Marine","Carnivore"
"Puffinus opisthomelas",6.6,8.4,"Marine","Carnivore"
"Puffinus pacificus",7.9,10.1,"Marine","Carnivore"
"Puffinus puffinus",6.4,7.9,"Marine","Carnivore"
"Puffinus tenuirostris",6.5,7.5,"Marine","Carnivore"
"Puffinus yelkouan",6.1,8,"Marine","Carnivore"
"Thalassoica antarctica",8.3,10.8,"Marine","Carnivore"
"Agapornis canus",7.4,12.1,"Forest","Herbivore"
"Agapornis fischeri",11,16.7,"Woodland","Herbivore"
"Agapornis lilianae",9.1,14.2,"Woodland","Herbivore"
"Agapornis nigrigenis",9.7,14.7,"Woodland","Herbivore"
"Agapornis personatus",10.6,16.6,"Shrubland","Herbivore"
"Agapornis pullarius",9.1,12.9,"Woodland","Herbivore"
"Agapornis roseicollis",10.6,17.7,"Shrubland","Herbivore"
"Agapornis swindernianus",8.5,12.2,"Forest","Herbivore"
"Agapornis taranta",11.6,18.2,"Forest","Herbivore"
"Alipiopsitta xanthops",16.9,25.4,"Forest","Herbivore"
"Alisterus amboinensis",14.1,22,"Forest","Herbivore"
"Alisterus chloropterus",13.3,20.6,"Forest","Herbivore"
"Alisterus scapularis",13.5,20.2,"Forest","Herbivore"
"Amazona aestiva",16.9,30,"Shrubland","Herbivore"
"Amazona agilis",14.6,23.3,"Forest","Herbivore"
"Amazona albifrons",14.8,25.2,"Woodland","Herbivore"
"Amazona amazonica",18.4,29.1,"Forest","Herbivore"
"Amazona arausiaca",17.5,33.9,"Forest","Herbivore"
"Amazona auropalliata",19.4,36.7,"Woodland","Herbivore"
"Amazona autumnalis",16.8,29.6,"Forest","Herbivore"
"Amazona barbadensis",16.3,29.1,"Shrubland","Herbivore"
"Amazona brasiliensis",17.7,28.5,"Forest","Herbivore"
"Amazona collaria",16.3,27.2,"Forest","Herbivore"
"Amazona dufresniana",18.7,32.2,"Forest","Herbivore"
"Amazona farinosa",20.4,36.2,"Forest","Herbivore"
"Amazona festiva",16.5,29.3,"Forest","Herbivore"
"Amazona finschi",18,31.9,"Woodland","Herbivore"
"Amazona guildingii",22.2,34.2,"Forest","Herbivore"
"Amazona imperialis",20.8,34.4,"Forest","Herbivore"
"Amazona kawalli",19.8,34,"Forest","Herbivore"
"Amazona leucocephala",15.6,27.3,"Forest","Herbivore"
"Amazona mercenaria",15.3,26.1,"Forest","Herbivore"
"Amazona ochrocephala",19.7,32.9,"Forest","Herbivore"
"Amazona oratrix",18.4,32.6,"Forest","Herbivore"
"Amazona pretrei",13.8,21.4,"Forest","Herbivore"
"Amazona rhodocorytha",18,31,"Forest","Herbivore"
"Amazona tucumana",14.8,22,"Forest","Herbivore"
"Amazona ventralis",14.8,26.4,"Forest","Herbivore"
"Amazona versicolor",18.6,32.4,"Forest","Herbivore"
"Amazona vinacea",16.2,26.7,"Forest","Herbivore"
"Amazona viridigenalis",16.4,27.5,"Forest","Herbivore"
"Amazona vittata",15.9,27.6,"Forest","Herbivore"
"Amazona xantholora",14.2,25,"Woodland","Herbivore"
"Anodorhynchus hyacinthinus",42.5,85.1,"Forest","Herbivore"
"Anodorhynchus leari",33.3,62,"Shrubland","Herbivore"
"Aprosmictus erythropterus",12,17.1,"Forest","Herbivore"
"Aprosmictus jonquillaceus",12.5,18.2,"Woodland","Herbivore"
"Ara ambiguus",32.3,74,"Forest","Herbivore"
"Ara ararauna",30.2,55.1,"Forest","Herbivore"
"Ara chloropterus",35.2,75.1,"Forest","Herbivore"
"Ara glaucogularis",24.6,51.1,"Forest","Herbivore"
"Ara macao",31.8,63.5,"Forest","Herbivore"
"Ara militaris",27.2,57.2,"Forest","Herbivore"
"Ara rubrogenys",24.7,50.1,"Shrubland","Herbivore"
"Ara severus",20.5,36.9,"Forest","Herbivore"
"Aratinga acuticaudata",17.5,33.6,"Shrubland","Herbivore"
"Aratinga aurea",11.4,19.9,"Grassland","Herbivore"
"Aratinga auricapillus",13.3,23.3,"Forest","Herbivore"
"Aratinga brevipes",17.1,32.3,"Forest","Herbivore"
"Aratinga cactorum",12.2,20.6,"Woodland","Herbivore"
"Aratinga canicularis",11.9,21,"Woodland","Herbivore"
"Aratinga chloroptera",14.2,29.4,"Forest","Herbivore"
"Aratinga erythrogenys",17.3,33,"Woodland","Herbivore"
"Aratinga euops",12.3,23.1,"Woodland","Herbivore"
"Aratinga finschi",15.6,29.1,"Forest","Herbivore"
"Aratinga holochlora",14.3,29.2,"Forest","Herbivore"
"Aratinga jandaya",12.7,24.6,"Forest","Herbivore"
"Aratinga leucophthalma",16.5,29.7,"Forest","Herbivore"
"Aratinga mitrata",18,34.3,"Forest","Herbivore"
"Aratinga nana",12,22.7,"Forest","Herbivore"
"Aratinga pertinax",11.7,19.9,"Woodland","Herbivore"
"Aratinga rubritorquis",15.5,28,"Forest","Herbivore"
"Aratinga solstitialis",13.1,22.6,"Forest","Herbivore"
"Aratinga wagleri",16.9,34.1,"Forest","Herbivore"
"Aratinga weddellii",12.6,23.6,"Forest","Herbivore"
"Barnardius zonarius",14.3,26.3,"Forest","Herbivore"
"Bolbopsittacus lunulatus",13.8,18.9,"Forest","Herbivore"
"Bolborhynchus ferrugineifrons",9.2,9.9,"Grassland","Herbivore"
"Bolborhynchus lineola",8,10.7,"Forest","Herbivore"
"Bolborhynchus orbygnesius",8.9,13.4,"Shrubland","Herbivore"
"Brotogeris chiriri",8.9,14.3,"Forest","Herbivore"
"Brotogeris chrysoptera",9.6,14.3,"Forest","Herbivore"
"Brotogeris cyanoptera",9.8,14,"Forest","Herbivore"
"Brotogeris jugularis",9.2,14.8,"Woodland","Herbivore"
"Brotogeris pyrrhoptera",9.5,15,"Forest","Herbivore"
"Brotogeris sanctithomae",9.7,14.2,"Forest","Herbivore"
"Brotogeris tirica",9.1,15.2,"Forest","Herbivore"
"Brotogeris versicolurus",9.4,14.5,"Forest","Herbivore"
"Cacatua alba",24.8,44.6,"Forest","Herbivore"
"Cacatua ducorpsii",18,30.1,"Forest","Herbivore"
"Cacatua galerita",22.4,44.3,"Forest","Herbivore"
"Cacatua goffiniana",13.1,32.5,"Forest","Herbivore"
"Cacatua haematuropygia",17,28,"Forest","Herbivore"
"Cacatua leadbeateri",20.2,38.5,"Shrubland","Herbivore"
"Cacatua moluccensis",28.9,47.6,"Forest","Herbivore"
"Cacatua ophthalmica",22.4,38.3,"Forest","Herbivore"
"Cacatua pastinator",19.1,31.7,"Woodland","Herbivore"
"Cacatua roseicapilla",18.6,27.7,"Woodland","Herbivore"
"Cacatua sanguinea",15.9,30.8,"Woodland","Herbivore"
"Cacatua sulphurea",21.2,38.8,"Forest","Herbivore"
"Cacatua tenuirostris",17.2,35.2,"Woodland","Herbivore"
"Callocephalon fimbriatum",20.3,39.6,"Woodland","Herbivore"
"Calyptorhynchus banksii",29.7,62.1,"Forest","Herbivore"
"Calyptorhynchus baudinii",25.1,49.1,"Forest","Herbivore"
"Calyptorhynchus funereus",26.7,57.7,"Woodland","Herbivore"
"Calyptorhynchus lathami",29.3,54.1,"Forest","Herbivore"
"Calyptorhynchus latirostris",24.4,50.7,"Shrubland","Herbivore"
"Chalcopsitta atra",14,25.1,"Woodland","Herbivore"
"Chalcopsitta cardinalis",12.3,21.6,"Forest","Herbivore"
"Chalcopsitta duivenbodei",12.9,22.4,"Forest","Herbivore"
"Chalcopsitta sintillata",12.5,22.1,"Forest","Herbivore"
"Charmosyna amabilis",7.7,11.4,"Forest","Herbivore"
"Charmosyna diadema",6.1,9.8,NA,"Herbivore"
"Charmosyna josefinae",8.9,12.8,"Forest","Herbivore"
"Charmosyna margarethae",7.5,9.6,"Forest","Herbivore"
"Charmosyna meeki",6.1,7.9,"Forest","Herbivore"
"Charmosyna multistriata",7.5,11.4,"Forest","Herbivore"
"Charmosyna palmarum",6.6,8.6,"Forest","Herbivore"
"Charmosyna papou",7.8,11.5,"Forest","Herbivore"
"Charmosyna placentis",6.9,9.8,"Forest","Herbivore"
"Charmosyna pulchella",9.5,12.5,"Forest","Herbivore"
"Charmosyna rubrigularis",6.3,9.2,"Forest","Herbivore"
"Charmosyna rubronotata",7.3,10.7,"Forest","Herbivore"
"Charmosyna toxopei",6.7,9.5,"Forest","Herbivore"
"Charmosyna wilhelminae",5.1,6.9,"Forest","Herbivore"
"Coracopsis nigra",12.7,19.1,"Forest","Herbivore"
"Coracopsis vasa",22.7,35.4,"Forest","Herbivore"
"Cyanoliseus patagonus",17.4,36.3,"Shrubland","Herbivore"
"Cyanopsitta spixii",15.2,30.4,"Forest","Herbivore"
"Cyanoramphus auriceps",7.6,13.5,"Forest","Herbivore"
"Cyanoramphus cookii",12.4,22.1,"Forest","Herbivore"
"Cyanoramphus forbesi",11.8,20.5,"Forest","Omnivore"
"Cyanoramphus malherbi",7.4,12.9,"Forest","Herbivore"
"Cyanoramphus novaezelandiae",10.7,19.1,"Forest","Herbivore"
"Cyanoramphus saisseti",10.2,17.1,"Forest","Herbivore"
"Cyanoramphus unicolor",13.3,23.1,"Grassland","Herbivore"
"Cyclopsitta diophthalma",11.9,18.3,"Forest","Herbivore"
"Cyclopsitta gulielmitertii",9.6,14,"Forest","Herbivore"
"Deroptyus accipitrinus",20.4,33.1,"Forest","Herbivore"
"Diopsittaca nobilis",18,30.1,"Forest","Herbivore"
"Eclectus roratus",19.4,29.7,"Forest","Herbivore"
"Enicognathus ferrugineus",12.2,24.2,"Forest","Herbivore"
"Enicognathus leptorhynchus",13.3,25.7,"Forest","Herbivore"
"Eos bornea",14.1,21.6,"Forest","Herbivore"
"Eos cyanogenia",11.9,19.7,"Forest","Herbivore"
"Eos histrio",11.4,20,"Forest","Herbivore"
"Eos reticulata",12,19.2,"Forest","Herbivore"
"Eos semilarvata",9.9,18.1,"Forest","Herbivore"
"Eos squamata",11,18.9,"Forest","Herbivore"
"Eunymphicus cornutus",13,22.2,"Forest","Herbivore"
"Eunymphicus uvaeensis",13.1,23.9,"Forest","Herbivore"
"Forpus coelestis",9.4,14.7,"Shrubland","Herbivore"
"Forpus conspicillatus",9.6,11.5,"Woodland","Herbivore"
"Forpus cyanopygius",9,13.8,"Woodland","Herbivore"
"Forpus modestus",8.6,13.7,"Forest","Herbivore"
"Forpus passerinus",8.3,12.8,"Woodland","Herbivore"
"Forpus xanthops",9.9,14.5,"Woodland","Herbivore"
"Forpus xanthopterygius",8.5,12.9,"Forest","Herbivore"
"Geoffroyus geoffroyi",11.4,17.5,"Forest","Herbivore"
"Geoffroyus heteroclitus",12.2,19.4,"Forest","Herbivore"
"Geoffroyus simplex",11.6,20,"Forest","Herbivore"
"Glossopsitta concinna",8.9,15,"Woodland","Herbivore"
"Glossopsitta porphyrocephala",7,11,"Woodland","Herbivore"
"Glossopsitta pusilla",7.4,9.7,"Woodland","Herbivore"
"Graydidascalus brachyurus",15.4,24.9,"Forest","Herbivore"
"Guaruba guarouba",23.5,36.4,"Forest","Herbivore"
"Hapalopsittaca amazonina",9.9,15.7,"Forest","Herbivore"
"Hapalopsittaca fuertesi",11.3,17.3,"Forest","Herbivore"
"Hapalopsittaca melanotis",11.4,18,"Forest","Herbivore"
"Hapalopsittaca pyrrhops",9.8,14.8,"Forest","Herbivore"
"Lathamus discolor",8,13.7,"Forest","Herbivore"
"Leptosittaca branickii",14.3,25.9,"Forest","Herbivore"
"Loriculus amabilis",5.4,8.4,"Forest","Herbivore"
"Loriculus aurantiifrons",3.7,6.1,"Forest","Herbivore"
"Loriculus beryllinus",6.5,9.2,"Forest","Herbivore"
"Loriculus catamene",5.2,7.6,"Forest","Herbivore"
"Loriculus exilis",4,7.5,"Forest","Herbivore"
"Loriculus flosculus",5.7,8.7,"Forest","Herbivore"
"Loriculus galgulus",6.6,8.5,"Forest","Herbivore"
"Loriculus philippensis",5.6,9.3,"Forest","Herbivore"
"Loriculus pusillus",5.2,7.9,"Forest","Herbivore"
"Loriculus sclateri",5.8,9.2,"Forest","Herbivore"
"Loriculus stigmatus",6,9,"Forest","Herbivore"
"Loriculus tener",3.3,5.9,"Forest","Herbivore"
"Loriculus vernalis",5.6,8.9,"Forest","Herbivore"
"Lorius albidinucha",11,19.4,"Forest","Herbivore"
"Lorius chlorocercus",10.8,21.8,"Forest","Herbivore"
"Lorius domicella",13,22.5,"Forest","Herbivore"
"Lorius garrulus",13.4,21.6,"Forest","Herbivore"
"Lorius hypoinochrous",14.2,23.6,"Forest","Herbivore"
"Lorius lory",13.1,21.4,"Forest","Herbivore"
"Melopsittacus undulatus",7.3,11.1,"Woodland","Herbivore"
"Micropsitta bruijnii",5,8.8,"Forest","Herbivore"
"Micropsitta finschii",6.5,9.9,"Forest","Herbivore"
"Micropsitta geelvinkiana",6.6,10.5,"Forest","Herbivore"
"Micropsitta keiensis",6.1,10,"Forest","Herbivore"
"Micropsitta meeki",7.1,11.2,"Forest","Herbivore"
"Micropsitta pusio",6.7,10.2,"Forest","Herbivore"
"Myiopsitta monachus",12.8,19.5,"Human Modified","Herbivore"
"Nandayus nenday",12.6,23.3,"Forest","Herbivore"
"Nannopsittaca dachilleae",7.7,9.9,"Forest","Herbivore"
"Nannopsittaca panychlora",6.8,10.5,"Forest","Herbivore"
"Neophema chrysogaster",7.3,12,"Forest","Herbivore"
"Neophema chrysostoma",7.6,12,"Woodland","Herbivore"
"Neophema elegans",7.3,12.1,"Woodland","Herbivore"
"Neophema petrophila",7.7,12.4,"Woodland","Herbivore"
"Neophema pulchella",7.3,13,"Forest","Herbivore"
"Neophema splendida",7,12.6,"Shrubland","Herbivore"
"Neopsephotus bourkii",7.5,13.3,"Shrubland","Herbivore"
"Neopsittacus musschenbroekii",8.1,13,"Forest","Herbivore"
"Neopsittacus pullicauda",8.4,12.8,"Forest","Herbivore"
"Nestor meridionalis",14.4,35.8,"Forest","Herbivore"
"Nestor notabilis",15.9,28.7,"Grassland","Herbivore"
"Northiella haematogaster",9.9,18.4,"Woodland","Herbivore"
"Nymphicus hollandicus",8.7,15.8,"Grassland","Herbivore"
"Ognorhynchus icterotis",25.2,44.8,"Forest","Herbivore"
"Oreopsittacus arfaki",9.5,15.5,"Forest","Herbivore"
"Orthopsittaca manilata",17,30.8,"Woodland","Herbivore"
"Pezoporus occidentalis",8.7,17.1,"Shrubland","Herbivore"
"Pezoporus wallicus",9.1,16,"Shrubland","Herbivore"
"Phigys solitarius",8.1,12.7,"Forest","Herbivore"
"Pionites leucogaster",13.6,24.9,"Forest","Herbivore"
"Pionites melanocephalus",13.3,23.4,"Forest","Herbivore"
"Pionopsitta pileata",11.6,17.5,"Forest","Herbivore"
"Pionus chalcopterus",14.7,24.7,"Forest","Herbivore"
"Pionus fuscus",14.5,24.4,"Forest","Herbivore"
"Pionus maximiliani",16.4,26.4,"Forest","Herbivore"
"Pionus menstruus",14.6,23.6,"Forest","Herbivore"
"Pionus senilis",13.6,23.9,"Forest","Herbivore"
"Pionus sordidus",14.3,25.4,"Forest","Herbivore"
"Pionus tumultuosus",13.9,24.8,"Forest","Herbivore"
"Platycercus adscitus",10.8,20.4,"Woodland","Herbivore"
"Platycercus caledonicus",12,23.2,"Woodland","Herbivore"
"Platycercus elegans",12.1,23.8,"Forest","Herbivore"
"Platycercus eximius",10.6,18.3,"Woodland","Herbivore"
"Platycercus icterotis",8.7,16,"Forest","Herbivore"
"Platycercus venustus",10.9,18.6,"Woodland","Herbivore"
"Poicephalus crassus",14.6,27.5,"Forest","Herbivore"
"Poicephalus cryptoxanthus",14.1,23.5,"Woodland","Herbivore"
"Poicephalus flavifrons",16.8,27.7,"Forest","Herbivore"
"Poicephalus gulielmi",20.9,33.9,"Forest","Herbivore"
"Poicephalus meyeri",13.4,23.3,"Grassland","Herbivore"
"Poicephalus robustus",21.7,38.7,"Forest","Herbivore"
"Poicephalus rueppellii",13.7,24.5,"Shrubland","Herbivore"
"Poicephalus rufiventris",14.6,25.4,"Shrubland","Herbivore"
"Poicephalus senegalus",14,23.8,"Woodland","Herbivore"
"Polytelis alexandrae",11.1,16.1,"Desert","Herbivore"
"Polytelis anthopeplus",11.7,18.3,"Shrubland","Herbivore"
"Polytelis swainsonii",11.1,16.4,"Forest","Herbivore"
"Primolius auricollis",19.2,37.1,"Woodland","Herbivore"
"Primolius couloni",21.6,40.5,"Forest","Herbivore"
"Primolius maracana",18,38,"Forest","Herbivore"
"Prioniturus discurus",13.1,16.7,"Forest","Herbivore"
"Prioniturus flavicans",15.1,21.5,"Forest","Herbivore"
"Prioniturus luconensis",11.3,17,"Forest","Herbivore"
"Prioniturus mada",12.2,20.3,"Forest","Herbivore"
"Prioniturus montanus",11.8,19.8,"Forest","Herbivore"
"Prioniturus platenae",12.1,18.3,"Forest","Herbivore"
"Prioniturus platurus",14.3,22.4,"Forest","Herbivore"
"Prioniturus verticalis",13.5,20.8,"Forest","Herbivore"
"Prioniturus waterstradti",11.6,19.9,"Forest","Herbivore"
"Probosciger aterrimus",27.6,84.4,"Forest","Herbivore"
"Prosopeia personata",16.8,34.4,"Forest","Herbivore"
"Prosopeia splendens",17.5,33.2,"Forest","Herbivore"
"Prosopeia tabuensis",17.1,32.2,"Forest","Herbivore"
"Psephotus chrysopterygius",7.3,12.2,"Forest","Herbivore"
"Psephotus dissimilis",8.2,13.3,"Woodland","Herbivore"
"Psephotus haematonotus",8.2,14,"Woodland","Herbivore"
"Psephotus varius",8.8,14.1,"Grassland","Herbivore"
"Pseudeos fuscata",12,20.1,"Forest","Herbivore"
"Psilopsiagon aurifrons",8,13.9,"Shrubland","Herbivore"
"Psilopsiagon aymara",8.2,13.2,"Shrubland","Herbivore"
"Psittacella brehmii",12.5,17.7,"Forest","Herbivore"
"Psittacella madaraszi",9.1,13.8,"Forest","Herbivore"
"Psittacella modesta",8.4,13.5,"Shrubland","Herbivore"
"Psittacella picta",10.1,14.3,"Forest","Herbivore"
"Psittacula alexandri",15.6,24.6,"Forest","Herbivore"
"Psittacula calthropae",13.7,20.7,"Forest","Herbivore"
"Psittacula caniceps",16.4,26.2,"Forest","Herbivore"
"Psittacula columboides",14.1,21.9,"Forest","Herbivore"
"Psittacula cyanocephala",11.6,17.1,"Forest","Herbivore"
"Psittacula derbiana",17.7,36.5,"Forest","Herbivore"
"Psittacula eques",15.1,23,"Forest","Herbivore"
"Psittacula eupatria",20.8,37.9,"Forest","Herbivore"
"Psittacula finschii",13.7,20.8,"Forest","Herbivore"
"Psittacula himalayana",13.1,21.2,"Woodland","Herbivore"
"Psittacula krameri",14.4,20.8,"Forest","Herbivore"
"Psittacula longicauda",12.9,22.7,"Forest","Herbivore"
"Psittacula roseata",11.6,17.6,"Forest","Herbivore"
"Psittaculirostris desmarestii",13.8,21.4,"Forest","Herbivore"
"Psittaculirostris edwardsii",14.1,20.6,"Forest","Herbivore"
"Psittaculirostris salvadorii",11.3,20,"Forest","Herbivore"
"Psittacus erithacus",17,29.7,"Forest","Herbivore"
"Psitteuteles goldiei",7.5,12.2,"Forest","Herbivore"
"Psitteuteles iris",9.5,15.5,"Forest","Herbivore"
"Psitteuteles versicolor",8.2,13,"Woodland","Herbivore"
"Psittinus cyanurus",12.9,19.8,"Forest","Herbivore"
"Psittrichas fulgidus",15.3,25.3,"Forest","Herbivore"
"Purpureicephalus spurius",9.2,20.6,"Forest","Herbivore"
"Pyrilia aurantiocephala",10.4,16.9,"Forest","Herbivore"
"Pyrilia barrabandi",12.2,19.1,"Forest","Herbivore"
